sample_id,R_score,I_score,A_score,S_score,E_score,C_score,R_norm,I_norm,A_norm,S_norm,E_norm,C_norm,r_CNTT,r_ATTT,r_MKT,r_TMDT,r_TTDPT,r_KETOAN,r_best,r_second,confidence,fit_quality,assigned_major,age,gender,education
15,14.0,27.0,16.0,31.0,32.0,21.0,0.4375,0.84375,0.5,0.96875,1.0,0.65625,-0.21421583,-0.0016854632,0.63886344,0.26378477,-0.7016843,0.29179254,0.63886344,0.29179254,0.3470709,Great Fit,MKT,17,2,2
16,0.0,8.0,5.0,18.0,6.0,19.0,0.0,0.25,0.15625,0.5625,0.1875,0.59375,0.1643879,0.3027416,0.28670368,0.33963433,-0.42375854,0.62856746,0.62856746,0.33963433,0.2889331,Great Fit,KETOAN,48,2,3
17,5.0,10.0,10.0,25.0,21.0,23.0,0.15625,0.3125,0.3125,0.78125,0.65625,0.71875,-0.23082829,0.04277933,0.65568596,0.6097564,-0.51409525,0.5738201,0.65568596,0.6097564,0.045929566,Great Fit,MKT,20,2,2
18,12.0,15.0,16.0,15.0,17.0,19.0,0.375,0.46875,0.5,0.46875,0.53125,0.59375,0.16057648,0.29701602,0.7501158,0.71810484,-0.031303134,0.8004134,0.8004134,0.7501158,0.050297603,Best Fit,KETOAN,20,2,2
19,0.0,1.0,9.0,17.0,19.0,5.0,0.0,0.03125,0.28125,0.53125,0.59375,0.15625,-0.784851,-0.5820952,0.6182707,0.34677082,-0.19412133,-0.018781558,0.6182707,0.34677082,0.27149987,Great Fit,MKT,20,2,4
20,11.0,9.0,24.0,12.0,28.0,25.0,0.34375,0.28125,0.75,0.375,0.875,0.78125,-0.27696353,-0.13664609,0.73193604,0.7446442,0.3064212,0.40842077,0.7446442,0.73193604,0.012708214,Best Fit,TMDT,17,2,2
21,9.0,32.0,13.0,22.0,4.0,21.0,0.28125,1.0,0.40625,0.6875,0.125,0.65625,0.6601888,0.5147291,-0.27261153,-0.38608027,-0.26012608,0.27904263,0.6601888,0.5147291,0.14545968,Great Fit,CNTT,26,2,2
22,23.0,16.0,12.0,12.0,13.0,17.0,0.71875,0.5,0.375,0.375,0.40625,0.53125,0.48192537,0.4914029,-0.45089638,-0.029396042,-0.1283985,-0.0015893466,0.4914029,0.48192537,0.009477509,Good Fit,ATTT,17,1,2
23,4.0,14.0,3.0,11.0,6.0,9.0,0.125,0.4375,0.09375,0.34375,0.1875,0.28125,0.5194321,0.5485454,0.085011914,-0.111070335,-0.6732079,0.4257871,0.5485454,0.5194321,0.02911325,Good Fit,ATTT,28,1,2
24,19.0,30.0,6.0,21.0,20.0,10.0,0.59375,0.9375,0.1875,0.65625,0.625,0.3125,0.23685701,0.28682348,-0.019954558,-0.274568,-0.7076969,-0.04810845,0.28682348,0.23685701,0.049966477,Good Fit,ATTT,35,2,4
25,13.0,17.0,27.0,19.0,18.0,17.0,0.40625,0.53125,0.84375,0.59375,0.5625,0.53125,-0.3944427,-0.5983024,0.03785176,-0.22561023,0.7366765,-0.2671256,0.7366765,0.03785176,0.69882476,Best Fit,TTDPT,15,2,2
26,2.0,0.0,0.0,5.0,16.0,22.0,0.0625,0.0,0.0,0.15625,0.5,0.6875,0.11251002,0.42836955,0.7719342,0.9761235,-0.38545474,0.8485761,0.9761235,0.8485761,0.12754735,Best Fit,TMDT,18,1,2
27,29.0,32.0,27.0,31.0,25.0,31.0,0.90625,1.0,0.84375,0.96875,0.78125,0.96875,0.6734661,0.5924737,-0.44537264,-0.32519275,-0.38220203,0.27081573,0.6734661,0.5924737,0.08099241,Great Fit,CNTT,43,1,4
28,2.0,11.0,19.0,0.0,2.0,0.0,0.0625,0.34375,0.59375,0.0,0.0625,0.0,0.022967812,-0.3244001,-0.29536062,-0.56434745,0.8085551,-0.4263031,0.8085551,0.022967812,0.7855873,Best Fit,TTDPT,17,1,2
29,19.0,18.0,12.0,6.0,17.0,29.0,0.59375,0.5625,0.375,0.1875,0.53125,0.90625,0.72516584,0.82858527,0.2679,0.6073561,-0.11350971,0.7490115,0.82858527,0.7490115,0.07957373,Best Fit,ATTT,15,2,1
30,2.0,12.0,4.0,20.0,4.0,32.0,0.0625,0.375,0.125,0.625,0.125,1.0,0.44871885,0.56965834,0.19524595,0.39083192,-0.3981938,0.7607713,0.7607713,0.56965834,0.19111292,Best Fit,KETOAN,38,2,2
31,10.0,13.0,17.0,20.0,9.0,28.0,0.3125,0.40625,0.53125,0.625,0.28125,0.875,0.30595577,0.3266929,0.039545167,0.27620664,0.012775084,0.57553905,0.57553905,0.3266929,0.24884616,Good Fit,KETOAN,32,2,3
32,5.0,0.0,6.0,2.0,0.0,0.0,0.15625,0.0,0.1875,0.0625,0.0,0.0,-0.40345445,-0.6413729,-0.70050895,-0.5642833,0.7763501,-0.8017666,0.7763501,-0.40345445,1.1798046,Best Fit,TTDPT,20,2,3
33,9.0,10.0,2.0,9.0,10.0,12.0,0.28125,0.3125,0.0625,0.28125,0.3125,0.375,0.47105002,0.75670505,0.38334844,0.5473778,-0.8944391,0.706452,0.75670505,0.706452,0.05025305,Best Fit,ATTT,15,1,1
34,4.0,15.0,30.0,10.0,6.0,14.0,0.125,0.46875,0.9375,0.3125,0.1875,0.4375,0.03926936,-0.2569571,-0.18286438,-0.3382761,0.80495673,-0.13848911,0.80495673,0.03926936,0.7656874,Best Fit,TTDPT,42,1,2
35,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.0,0.0,-0.3078463,-0.5842963,-0.24092329,-0.3562356,0.9562991,-0.45057416,0.9562991,-0.24092329,1.1972225,Best Fit,TTDPT,15,2,1
36,0.0,18.0,0.0,11.0,9.0,16.0,0.0,0.5625,0.0,0.34375,0.28125,0.5,0.60084987,0.71720654,0.4175595,0.28965226,-0.66818166,0.76219684,0.76219684,0.71720654,0.04499027,Best Fit,KETOAN,14,2,1
37,7.0,8.0,10.0,11.0,22.0,19.0,0.21875,0.25,0.3125,0.34375,0.6875,0.59375,-0.14652151,0.15827765,0.9473179,0.94682366,-0.28619927,0.6932855,0.9473179,0.94682366,0.0004942211,Best Fit,MKT,20,2,2
38,5.0,19.0,27.0,8.0,2.0,8.0,0.15625,0.59375,0.84375,0.25,0.0625,0.25,0.16565071,-0.19898155,-0.39765453,-0.61546063,0.7368668,-0.30704185,0.7368668,0.16565071,0.57121605,Best Fit,TTDPT,15,2,2
39,4.0,5.0,18.0,8.0,19.0,18.0,0.125,0.15625,0.5625,0.25,0.59375,0.5625,-0.26157814,-0.1559897,0.7077045,0.6758831,0.3431776,0.41765958,0.7077045,0.6758831,0.031821378,Great Fit,MKT,15,2,1
40,17.0,16.0,8.0,4.0,11.0,12.0,0.53125,0.5,0.25,0.125,0.34375,0.375,0.66517025,0.62858564,-0.17320204,6.355412e-17,-0.0967971,0.13354279,0.66517025,0.62858564,0.036584646,Great Fit,CNTT,14,1,1
41,32.0,32.0,13.0,30.0,12.0,32.0,1.0,1.0,0.40625,0.9375,0.375,1.0,0.64304215,0.64632607,-0.48155946,-0.19790432,-0.5020823,0.23871389,0.64632607,0.64304215,0.0032839142,Great Fit,ATTT,39,1,4
42,12.0,13.0,24.0,19.0,13.0,10.0,0.375,0.40625,0.75,0.59375,0.40625,0.3125,-0.59887755,-0.8298762,-0.29855838,-0.55236894,0.66047186,-0.6498163,0.66047186,-0.29855838,0.9590302,Great Fit,TTDPT,39,1,3
43,9.0,6.0,7.0,24.0,18.0,20.0,0.28125,0.1875,0.21875,0.75,0.5625,0.625,-0.3306029,-0.019782042,0.49042913,0.5794719,-0.5773625,0.43511274,0.5794719,0.49042913,0.08904276,Good Fit,TMDT,20,2,2
44,2.0,15.0,0.0,1.0,2.0,18.0,0.0625,0.46875,0.0,0.03125,0.0625,0.5625,0.92643285,0.9484719,0.17700766,0.29951274,-0.32654503,0.818136,0.9484719,0.92643285,0.022039015,Best Fit,ATTT,21,2,3
45,5.0,16.0,25.0,25.0,25.0,23.0,0.15625,0.5,0.78125,0.78125,0.78125,0.71875,-0.36428323,-0.28975987,0.620956,0.35340017,0.07379569,0.31314296,0.620956,0.35340017,0.26755583,Great Fit,MKT,25,2,4
46,20.0,23.0,4.0,28.0,9.0,23.0,0.625,0.71875,0.125,0.875,0.28125,0.71875,0.4251952,0.51896995,-0.26400185,-0.09800119,-0.7266697,0.28600726,0.51896995,0.4251952,0.09377476,Good Fit,ATTT,16,1,2
47,5.0,28.0,8.0,14.0,9.0,17.0,0.15625,0.875,0.25,0.4375,0.28125,0.53125,0.7165833,0.6496041,0.074042104,-0.13899755,-0.40530854,0.47764087,0.7165833,0.6496041,0.066979274,Great Fit,CNTT,17,1,2
48,11.0,19.0,16.0,6.0,13.0,19.0,0.34375,0.59375,0.5,0.1875,0.40625,0.59375,0.75272334,0.63103676,0.19546536,0.19942138,0.27679047,0.5436498,0.75272334,0.63103676,0.121686585,Best Fit,CNTT,16,1,2
49,19.0,11.0,6.0,13.0,6.0,14.0,0.59375,0.34375,0.1875,0.40625,0.1875,0.4375,0.370354,0.41498017,-0.57168484,-0.12772547,-0.34913334,0.004205473,0.41498017,0.370354,0.044626176,Good Fit,ATTT,23,1,3
50,20.0,28.0,13.0,30.0,10.0,29.0,0.625,0.875,0.40625,0.9375,0.3125,0.90625,0.56452113,0.56453425,-0.31085208,-0.16683377,-0.5075099,0.36414626,0.56453425,0.56452113,1.3133357e-05,Good Fit,ATTT,18,1,2
51,2.0,6.0,9.0,17.0,20.0,30.0,0.0625,0.1875,0.28125,0.53125,0.625,0.9375,0.030787582,0.2924982,0.7238455,0.8331013,-0.32298884,0.81524366,0.8331013,0.81524366,0.017857553,Best Fit,TMDT,53,2,2
52,15.0,15.0,28.0,18.0,16.0,15.0,0.46875,0.46875,0.875,0.5625,0.5,0.46875,-0.46286806,-0.7123814,-0.22104146,-0.38097134,0.87845117,-0.5072046,0.87845117,-0.22104146,1.0994925,Best Fit,TTDPT,17,2,2
53,4.0,6.0,9.0,20.0,24.0,9.0,0.125,0.1875,0.28125,0.625,0.75,0.28125,-0.68601906,-0.4272645,0.7072818,0.43909582,-0.3918233,0.09660048,0.7072818,0.43909582,0.26818597,Great Fit,MKT,17,2,2
54,25.0,30.0,29.0,13.0,5.0,28.0,0.78125,0.9375,0.90625,0.40625,0.15625,0.875,0.7081357,0.41299295,-0.6135095,-0.42347264,0.4879423,0.024822986,0.7081357,0.4879423,0.2201934,Great Fit,CNTT,60,1,4
55,4.0,11.0,9.0,18.0,8.0,25.0,0.125,0.34375,0.28125,0.5625,0.25,0.78125,0.32855657,0.44566458,0.26634395,0.41642645,-0.30982208,0.73694146,0.73694146,0.44566458,0.29127684,Best Fit,KETOAN,35,2,3
56,10.0,9.0,19.0,17.0,24.0,17.0,0.3125,0.28125,0.59375,0.53125,0.75,0.53125,-0.6470084,-0.45940873,0.753593,0.6095714,0.113024965,0.18226643,0.753593,0.6095714,0.14402163,Best Fit,MKT,20,2,3
57,11.0,24.0,13.0,17.0,12.0,17.0,0.34375,0.75,0.40625,0.53125,0.375,0.53125,0.6690987,0.5664988,-0.053239003,-0.27211076,-0.3653414,0.36464292,0.6690987,0.5664988,0.10259986,Great Fit,CNTT,43,2,4
58,6.0,19.0,12.0,9.0,12.0,18.0,0.1875,0.59375,0.375,0.28125,0.375,0.5625,0.73052263,0.6901195,0.3814653,0.24426404,-0.110539734,0.7325651,0.7325651,0.73052263,0.002042491,Best Fit,KETOAN,33,2,3
59,0.0,2.0,3.0,12.0,12.0,13.0,0.0,0.0625,0.09375,0.375,0.375,0.40625,-0.23024197,0.07255139,0.7415761,0.7406203,-0.480149,0.63242346,0.7415761,0.7406203,0.00095578283,Best Fit,MKT,25,2,3
60,8.0,19.0,19.0,15.0,22.0,20.0,0.25,0.59375,0.59375,0.46875,0.6875,0.625,0.071279876,0.13147278,0.7915577,0.4787364,0.01607526,0.5696125,0.7915577,0.5696125,0.22194526,Best Fit,MKT,20,1,3
61,12.0,14.0,7.0,17.0,23.0,17.0,0.375,0.4375,0.21875,0.53125,0.71875,0.53125,-0.11815307,0.24653938,0.8060664,0.72221,-0.80676514,0.5573172,0.8060664,0.72221,0.0838564,Best Fit,MKT,23,1,3
62,19.0,24.0,9.0,16.0,6.0,16.0,0.59375,0.75,0.28125,0.5,0.1875,0.5,0.73048043,0.61134946,-0.5832504,-0.47061548,-0.35483384,0.06152031,0.73048043,0.61134946,0.11913096,Best Fit,CNTT,60,2,4
63,10.0,0.0,0.0,18.0,6.0,29.0,0.3125,0.0,0.0,0.5625,0.1875,0.90625,0.1773826,0.4084912,0.16851257,0.56741744,-0.42224884,0.62363446,0.62363446,0.56741744,0.056217063,Great Fit,KETOAN,18,2,2
64,10.0,20.0,13.0,30.0,18.0,25.0,0.3125,0.625,0.40625,0.9375,0.5625,0.78125,0.057025418,0.21819912,0.31531197,0.2358548,-0.60736054,0.5089751,0.5089751,0.31531197,0.19366314,Good Fit,KETOAN,16,2,2
65,2.0,0.0,15.0,5.0,1.0,0.0,0.0625,0.0,0.46875,0.15625,0.03125,0.0,-0.5154699,-0.767224,-0.3336751,-0.4544028,0.8639881,-0.6057696,0.8639881,-0.3336751,1.1976632,Best Fit,TTDPT,15,2,1
66,2.0,11.0,17.0,22.0,21.0,21.0,0.0625,0.34375,0.53125,0.6875,0.65625,0.65625,-0.31113434,-0.15203597,0.68716884,0.5025107,-0.14254503,0.46501502,0.68716884,0.5025107,0.18465808,Great Fit,MKT,29,2,2
67,2.0,1.0,11.0,24.0,23.0,26.0,0.0625,0.03125,0.34375,0.75,0.71875,0.8125,-0.3488655,-0.07482058,0.67440367,0.71731085,-0.2933212,0.531879,0.71731085,0.67440367,0.042907152,Great Fit,TMDT,38,2,2
68,20.0,22.0,12.0,20.0,14.0,18.0,0.625,0.6875,0.375,0.625,0.4375,0.5625,0.5587592,0.5714743,-0.4066608,-0.3054236,-0.6589693,0.118338995,0.5714743,0.5587592,0.012715139,Good Fit,ATTT,20,2,3
69,2.0,19.0,4.0,12.0,27.0,4.0,0.0625,0.59375,0.125,0.375,0.84375,0.125,-0.16343701,-0.0019741869,0.6892422,0.24378723,-0.5143005,0.17518692,0.6892422,0.24378723,0.44545498,Great Fit,MKT,16,2,1
70,9.0,25.0,3.0,20.0,18.0,9.0,0.28125,0.78125,0.09375,0.625,0.5625,0.28125,0.16200274,0.26621974,0.24642202,-0.09528525,-0.7841281,0.16159607,0.26621974,0.24642202,0.019797698,Good Fit,ATTT,18,2,1
71,20.0,20.0,16.0,18.0,13.0,30.0,0.625,0.625,0.5,0.5625,0.40625,0.9375,0.745324,0.7797639,-0.11575905,0.29580453,-0.17090715,0.6773159,0.7797639,0.745324,0.034439865,Best Fit,ATTT,48,1,3
72,3.0,12.0,19.0,8.0,7.0,1.0,0.09375,0.375,0.59375,0.25,0.21875,0.03125,-0.2626436,-0.562502,-0.19576702,-0.6049111,0.6625717,-0.53333056,0.6625717,-0.19576702,0.8583387,Great Fit,TTDPT,13,2,2
73,19.0,4.0,10.0,28.0,24.0,32.0,0.59375,0.125,0.3125,0.875,0.75,1.0,-0.23687707,0.08546366,0.40419522,0.7111271,-0.4421961,0.47348997,0.7111271,0.47348997,0.23763715,Great Fit,TMDT,33,1,2
74,25.0,26.0,23.0,24.0,23.0,27.0,0.78125,0.8125,0.71875,0.75,0.71875,0.84375,0.91639477,0.93465436,-0.14428063,0.15784922,-0.3659853,0.6480435,0.93465436,0.91639477,0.018259581,Best Fit,ATTT,23,1,2
75,10.0,23.0,13.0,10.0,9.0,17.0,0.3125,0.71875,0.40625,0.3125,0.28125,0.53125,0.8795893,0.7073869,-0.09820164,-0.19733287,-0.046177216,0.4275024,0.8795893,0.7073869,0.17220242,Best Fit,CNTT,16,2,2
76,10.0,21.0,0.0,25.0,13.0,10.0,0.3125,0.65625,0.0,0.78125,0.40625,0.3125,0.09625481,0.22552392,0.049636967,-0.137925,-0.85479444,0.12640238,0.22552392,0.12640238,0.09912154,Good Fit,ATTT,22,2,3
77,12.0,12.0,12.0,20.0,12.0,21.0,0.375,0.375,0.375,0.625,0.375,0.65625,0.11146134,0.27232334,0.12450021,0.35736525,-0.38910803,0.54603213,0.54603213,0.35736525,0.1886669,Good Fit,KETOAN,25,2,3
78,4.0,6.0,5.0,27.0,18.0,22.0,0.125,0.1875,0.15625,0.84375,0.5625,0.6875,-0.24290483,0.04033702,0.5196484,0.542229,-0.58713055,0.5032334,0.542229,0.5196484,0.022580625,Good Fit,TMDT,33,2,3
79,9.0,16.0,26.0,11.0,19.0,15.0,0.28125,0.5,0.8125,0.34375,0.59375,0.46875,-0.18584433,-0.34768763,0.31060722,0.026949914,0.71001863,-0.04759001,0.71001863,0.31060722,0.3994114,Great Fit,TTDPT,25,1,3
80,4.0,10.0,7.0,4.0,7.0,16.0,0.125,0.3125,0.21875,0.125,0.21875,0.5,0.7312123,0.7759965,0.3953652,0.54094845,-0.06548945,0.89545053,0.89545053,0.7759965,0.119454004,Best Fit,KETOAN,24,1,3
81,19.0,1.0,6.0,20.0,23.0,22.0,0.59375,0.03125,0.1875,0.625,0.71875,0.6875,-0.3632697,-0.012365628,0.42113557,0.71874744,-0.45025948,0.31234303,0.71874744,0.42113557,0.29761183,Great Fit,TMDT,19,1,2
82,2.0,12.0,3.0,4.0,19.0,22.0,0.0625,0.375,0.09375,0.125,0.59375,0.6875,0.40202597,0.64137733,0.83867675,0.8518336,-0.42190635,0.93140256,0.93140256,0.8518336,0.07956897,Best Fit,KETOAN,17,2,2
83,20.0,27.0,14.0,20.0,20.0,28.0,0.625,0.84375,0.4375,0.625,0.625,0.875,0.8372291,0.9589519,0.2185491,0.34256327,-0.6487322,0.79783785,0.9589519,0.8372291,0.121722825,Best Fit,ATTT,52,1,4
84,22.0,20.0,8.0,24.0,15.0,17.0,0.6875,0.625,0.25,0.75,0.46875,0.53125,0.1766893,0.31407988,-0.27483478,-0.15052523,-0.79914856,0.020788701,0.31407988,0.1766893,0.13739057,Good Fit,ATTT,17,2,2
85,8.0,18.0,13.0,16.0,20.0,18.0,0.25,0.5625,0.40625,0.5,0.625,0.5625,0.13334937,0.3085258,0.83787876,0.5340395,-0.4606244,0.6904254,0.83787876,0.6904254,0.14745338,Best Fit,MKT,18,1,2
86,6.0,6.0,24.0,14.0,14.0,12.0,0.1875,0.1875,0.75,0.4375,0.4375,0.375,-0.57991487,-0.6790943,0.16857974,0.018994411,0.6916038,-0.21327251,0.6916038,0.16857974,0.5230241,Great Fit,TTDPT,15,2,2
87,6.0,14.0,20.0,32.0,32.0,21.0,0.1875,0.4375,0.625,1.0,1.0,0.65625,-0.57201517,-0.36435083,0.693795,0.4240039,-0.28726113,0.22894236,0.693795,0.4240039,0.26979113,Great Fit,MKT,20,2,2
88,15.0,8.0,13.0,9.0,15.0,14.0,0.46875,0.25,0.40625,0.28125,0.46875,0.4375,-0.23060437,-0.080908984,0.2745967,0.5985051,0.27707005,0.09256716,0.5985051,0.27707005,0.32143503,Good Fit,TMDT,17,1,1
89,4.0,26.0,7.0,3.0,1.0,11.0,0.125,0.8125,0.21875,0.09375,0.03125,0.34375,0.83866566,0.6463138,-0.17883106,-0.32832977,-0.07564012,0.28669053,0.83866566,0.6463138,0.19235182,Best Fit,CNTT,18,2,2
90,17.0,27.0,10.0,12.0,15.0,19.0,0.53125,0.84375,0.3125,0.375,0.46875,0.59375,0.8712204,0.85134465,0.0016941199,-0.026980804,-0.4542071,0.446832,0.8712204,0.85134465,0.019875776,Best Fit,CNTT,13,1,1
91,4.0,8.0,0.0,14.0,24.0,24.0,0.125,0.25,0.0,0.4375,0.75,0.75,0.05087563,0.40392333,0.8487007,0.8952795,-0.6559669,0.81315684,0.8952795,0.8487007,0.046578813,Best Fit,TMDT,19,2,3
92,20.0,15.0,23.0,11.0,13.0,13.0,0.625,0.46875,0.71875,0.34375,0.40625,0.40625,-0.067856014,-0.35897464,-0.56319433,-0.47919005,0.8897564,-0.606844,0.8897564,-0.067856014,0.9576124,Best Fit,TTDPT,21,1,4
93,5.0,12.0,3.0,14.0,4.0,8.0,0.15625,0.375,0.09375,0.4375,0.125,0.25,0.28293833,0.3010278,-0.16515258,-0.28428453,-0.6396924,0.1797048,0.3010278,0.28293833,0.018089475,Good Fit,ATTT,62,2,4
94,2.0,9.0,4.0,24.0,13.0,25.0,0.0625,0.28125,0.125,0.75,0.40625,0.78125,0.061140116,0.2946479,0.45014423,0.51553416,-0.57632685,0.6753503,0.6753503,0.51553416,0.15981612,Great Fit,KETOAN,38,2,2
95,16.0,24.0,14.0,18.0,20.0,16.0,0.5,0.75,0.4375,0.5625,0.625,0.5,0.3586909,0.4048528,0.272687,-0.08634544,-0.63024837,0.21451251,0.4048528,0.3586909,0.04616193,Good Fit,ATTT,18,2,1
96,13.0,21.0,7.0,16.0,6.0,13.0,0.40625,0.65625,0.21875,0.5,0.1875,0.40625,0.63583064,0.5496761,-0.42769,-0.45129204,-0.49695018,0.122163445,0.63583064,0.5496761,0.08615452,Great Fit,CNTT,18,1,2
97,4.0,14.0,1.0,8.0,9.0,19.0,0.125,0.4375,0.03125,0.25,0.28125,0.59375,0.7131263,0.880165,0.44652778,0.53493285,-0.61003107,0.9334909,0.9334909,0.880165,0.053325895,Best Fit,KETOAN,29,2,4
98,1.0,21.0,11.0,20.0,16.0,17.0,0.03125,0.65625,0.34375,0.625,0.5,0.53125,0.18093778,0.24633202,0.4899602,0.14732479,-0.44868538,0.50970006,0.50970006,0.4899602,0.019739855,Good Fit,KETOAN,33,2,3
99,9.0,13.0,22.0,12.0,24.0,17.0,0.28125,0.40625,0.6875,0.375,0.75,0.53125,-0.34821722,-0.29475123,0.7269278,0.4937519,0.3755803,0.21375905,0.7269278,0.4937519,0.2331759,Great Fit,MKT,16,2,2
100,9.0,21.0,13.0,13.0,14.0,23.0,0.28125,0.65625,0.40625,0.40625,0.4375,0.71875,0.7662422,0.78861755,0.37537408,0.35066348,-0.2608839,0.8517615,0.8517615,0.78861755,0.06314396,Best Fit,KETOAN,17,1,1
101,5.0,4.0,5.0,24.0,19.0,20.0,0.15625,0.125,0.15625,0.75,0.59375,0.625,-0.32910702,-0.01622487,0.58487034,0.62137234,-0.5674399,0.4812457,0.62137234,0.58487034,0.03650201,Great Fit,TMDT,21,2,2
102,4.0,10.0,7.0,28.0,23.0,19.0,0.125,0.3125,0.21875,0.875,0.71875,0.59375,-0.3488004,-0.0661278,0.6278426,0.49460799,-0.6224019,0.41637775,0.6278426,0.49460799,0.13323465,Great Fit,MKT,28,2,4
103,5.0,4.0,6.0,8.0,18.0,4.0,0.15625,0.125,0.1875,0.25,0.5625,0.125,-0.6510238,-0.40395057,0.75226575,0.49519747,-0.25111535,0.0039328807,0.75226575,0.49519747,0.25706825,Best Fit,MKT,19,1,2
104,16.0,23.0,18.0,15.0,15.0,17.0,0.5,0.71875,0.5625,0.46875,0.46875,0.53125,0.7252245,0.46983886,-0.2460709,-0.45767438,0.11989606,0.092205,0.7252245,0.46983886,0.25538567,Great Fit,CNTT,27,2,2
105,2.0,12.0,6.0,11.0,20.0,13.0,0.0625,0.375,0.1875,0.34375,0.625,0.40625,-0.053319987,0.20150246,0.9432704,0.6655743,-0.5267764,0.6232692,0.9432704,0.6655743,0.2776961,Best Fit,MKT,33,2,4
106,2.0,16.0,4.0,11.0,0.0,20.0,0.0625,0.5,0.125,0.34375,0.0,0.625,0.7506044,0.73229885,-0.013347036,0.08100878,-0.31987238,0.6762873,0.7506044,0.73229885,0.018305566,Best Fit,CNTT,22,2,3
